cluster_name,target_mode,passengers_count,up_down,line_direction,timelaps,goal,line
PONT ROUGE,En bus TAG,127.96496789180009,down,ALL,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c2
MARCELLINE,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c2
IRENE JOLIOT - CURIE,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c2
ILES DE MARS,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c2
CLOS DOMINIQUE,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c2
FLOTTIBULLE,En bus TAG,44.07844757820001,down,ALL,ALL,ALL,ligne-c2
ECUREUIL,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c2
BAYARD,En bus TAG,274.4624747133999,down,ALL,ALL,ALL,ligne-c2
QUINZAINE,En bus TAG,216.50488555809997,down,ALL,ALL,ALL,ligne-c2
NAVIS,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c2
LE RONDEAU,En bus TAG,79.18432506130002,down,ALL,ALL,ALL,ligne-c2
STADE LESDIGUIERES,En bus TAG,508.43914399779976,down,ALL,ALL,ALL,ligne-c2
LOUISE MICHEL,En bus TAG,4.4194691222,down,ALL,ALL,ALL,ligne-c2
PONT ROUGE,En voiture garée au parking relai,6.5941521909,down,ALL,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,En voiture garée au parking relai,3.2810739698,down,ALL,ALL,ALL,ligne-c2
MARCELLINE,En voiture garée au parking relai,3.2810739698,down,ALL,ALL,ALL,ligne-c2
IRENE JOLIOT - CURIE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c2
ILES DE MARS,En voiture garée au parking relai,7.4444599422,down,ALL,ALL,ALL,ligne-c2
CLOS DOMINIQUE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c2
FLOTTIBULLE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c2
ECUREUIL,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c2
BAYARD,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c2
QUINZAINE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c2
NAVIS,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c2
LE RONDEAU,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c2
STADE LESDIGUIERES,En voiture garée au parking relai,2.2453610697,down,ALL,ALL,ALL,ligne-c2
LOUISE MICHEL,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c2
PONT ROUGE,Mode non précisé,9.162718341,down,ALL,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-c2
MARCELLINE,Mode non précisé,3.5399127439,down,ALL,ALL,ALL,ligne-c2
IRENE JOLIOT - CURIE,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-c2
ILES DE MARS,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-c2
CLOS DOMINIQUE,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-c2
FLOTTIBULLE,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-c2
ECUREUIL,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-c2
BAYARD,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-c2
QUINZAINE,Mode non précisé,2.2779025345,down,ALL,ALL,ALL,ligne-c2
NAVIS,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-c2
LE RONDEAU,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-c2
STADE LESDIGUIERES,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-c2
LOUISE MICHEL,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-c2
PONT ROUGE,En voiture garée à proximité,40.182603169100005,down,ALL,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-c2
MARCELLINE,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-c2
IRENE JOLIOT - CURIE,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-c2
ILES DE MARS,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-c2
CLOS DOMINIQUE,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-c2
FLOTTIBULLE,En voiture garée à proximité,10.7537791048,down,ALL,ALL,ALL,ligne-c2
ECUREUIL,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-c2
BAYARD,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-c2
QUINZAINE,En voiture garée à proximité,3.0965059064,down,ALL,ALL,ALL,ligne-c2
NAVIS,En voiture garée à proximité,3.0965059064,down,ALL,ALL,ALL,ligne-c2
LE RONDEAU,En voiture garée à proximité,2.6249158028,down,ALL,ALL,ALL,ligne-c2
STADE LESDIGUIERES,En voiture garée à proximité,2.2453610697,down,ALL,ALL,ALL,ligne-c2
LOUISE MICHEL,En voiture garée à proximité,8.3371639751,down,ALL,ALL,ALL,ligne-c2
PONT ROUGE,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
MARCELLINE,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
IRENE JOLIOT - CURIE,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
ILES DE MARS,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
CLOS DOMINIQUE,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
FLOTTIBULLE,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
ECUREUIL,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
BAYARD,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
QUINZAINE,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
NAVIS,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
LE RONDEAU,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
STADE LESDIGUIERES,En tram,0.0,down,ALL,ALL,ALL,ligne-c2
LOUISE MICHEL,En tram,1459.8041406091074,down,ALL,ALL,ALL,ligne-c2
PONT ROUGE,En vélo,6.3534503829,down,ALL,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,En vélo,0.0,down,ALL,ALL,ALL,ligne-c2
MARCELLINE,En vélo,2.3151628546,down,ALL,ALL,ALL,ligne-c2
IRENE JOLIOT - CURIE,En vélo,0.0,down,ALL,ALL,ALL,ligne-c2
ILES DE MARS,En vélo,0.0,down,ALL,ALL,ALL,ligne-c2
CLOS DOMINIQUE,En vélo,0.0,down,ALL,ALL,ALL,ligne-c2
FLOTTIBULLE,En vélo,0.0,down,ALL,ALL,ALL,ligne-c2
ECUREUIL,En vélo,0.0,down,ALL,ALL,ALL,ligne-c2
BAYARD,En vélo,0.0,down,ALL,ALL,ALL,ligne-c2
QUINZAINE,En vélo,4.555805069,down,ALL,ALL,ALL,ligne-c2
NAVIS,En vélo,0.0,down,ALL,ALL,ALL,ligne-c2
LE RONDEAU,En vélo,2.065985625,down,ALL,ALL,ALL,ligne-c2
STADE LESDIGUIERES,En vélo,0.0,down,ALL,ALL,ALL,ligne-c2
LOUISE MICHEL,En vélo,10.625276254100001,down,ALL,ALL,ALL,ligne-c2
PONT ROUGE,A pied,624.1619626666995,down,ALL,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,A pied,510.99875170419926,down,ALL,ALL,ALL,ligne-c2
MARCELLINE,A pied,408.13584510579983,down,ALL,ALL,ALL,ligne-c2
IRENE JOLIOT - CURIE,A pied,296.02611983329973,down,ALL,ALL,ALL,ligne-c2
ILES DE MARS,A pied,643.5489322588996,down,ALL,ALL,ALL,ligne-c2
CLOS DOMINIQUE,A pied,418.7855187234002,down,ALL,ALL,ALL,ligne-c2
FLOTTIBULLE,A pied,643.0447443704007,down,ALL,ALL,ALL,ligne-c2
ECUREUIL,A pied,307.99977074060007,down,ALL,ALL,ALL,ligne-c2
BAYARD,A pied,687.4479327211006,down,ALL,ALL,ALL,ligne-c2
QUINZAINE,A pied,946.4863947876023,down,ALL,ALL,ALL,ligne-c2
NAVIS,A pied,213.5053513531,down,ALL,ALL,ALL,ligne-c2
LE RONDEAU,A pied,379.43881701549986,down,ALL,ALL,ALL,ligne-c2
STADE LESDIGUIERES,A pied,403.0701090409001,down,ALL,ALL,ALL,ligne-c2
LOUISE MICHEL,A pied,1479.925889554804,down,ALL,ALL,ALL,ligne-c2
PONT ROUGE,En train,0.0,down,ALL,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,En train,4.5799985673,down,ALL,ALL,ALL,ligne-c2
MARCELLINE,En train,0.0,down,ALL,ALL,ALL,ligne-c2
IRENE JOLIOT - CURIE,En train,0.0,down,ALL,ALL,ALL,ligne-c2
ILES DE MARS,En train,0.0,down,ALL,ALL,ALL,ligne-c2
CLOS DOMINIQUE,En train,0.0,down,ALL,ALL,ALL,ligne-c2
FLOTTIBULLE,En train,0.0,down,ALL,ALL,ALL,ligne-c2
ECUREUIL,En train,0.0,down,ALL,ALL,ALL,ligne-c2
BAYARD,En train,0.0,down,ALL,ALL,ALL,ligne-c2
QUINZAINE,En train,0.0,down,ALL,ALL,ALL,ligne-c2
NAVIS,En train,0.0,down,ALL,ALL,ALL,ligne-c2
LE RONDEAU,En train,0.0,down,ALL,ALL,ALL,ligne-c2
STADE LESDIGUIERES,En train,0.0,down,ALL,ALL,ALL,ligne-c2
LOUISE MICHEL,En train,0.0,down,ALL,ALL,ALL,ligne-c2
PONT ROUGE,Déposé en voiture,17.867605510700002,down,ALL,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,Déposé en voiture,6.1447528262,down,ALL,ALL,ALL,ligne-c2
MARCELLINE,Déposé en voiture,8.7821000172,down,ALL,ALL,ALL,ligne-c2
IRENE JOLIOT - CURIE,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c2
ILES DE MARS,Déposé en voiture,15.3855127021,down,ALL,ALL,ALL,ligne-c2
CLOS DOMINIQUE,Déposé en voiture,3.0645578649,down,ALL,ALL,ALL,ligne-c2
FLOTTIBULLE,Déposé en voiture,6.6186383252,down,ALL,ALL,ALL,ligne-c2
ECUREUIL,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c2
BAYARD,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c2
QUINZAINE,Déposé en voiture,14.6639261601,down,ALL,ALL,ALL,ligne-c2
NAVIS,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c2
LE RONDEAU,Déposé en voiture,4.8702768725,down,ALL,ALL,ALL,ligne-c2
STADE LESDIGUIERES,Déposé en voiture,8.1035226866,down,ALL,ALL,ALL,ligne-c2
LOUISE MICHEL,Déposé en voiture,11.7702828443,down,ALL,ALL,ALL,ligne-c2
PONT ROUGE,En bus TAG,127.96496789180009,down,S1,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,En bus TAG,0.0,down,S1,ALL,ALL,ligne-c2
MARCELLINE,En bus TAG,0.0,down,S1,ALL,ALL,ligne-c2
IRENE JOLIOT - CURIE,En bus TAG,0.0,down,S1,ALL,ALL,ligne-c2
ILES DE MARS,En bus TAG,0.0,down,S1,ALL,ALL,ligne-c2
CLOS DOMINIQUE,En bus TAG,0.0,down,S1,ALL,ALL,ligne-c2
FLOTTIBULLE,En bus TAG,0.0,down,S1,ALL,ALL,ligne-c2
ECUREUIL,En bus TAG,0.0,down,S1,ALL,ALL,ligne-c2
BAYARD,En bus TAG,90.9334239196,down,S1,ALL,ALL,ligne-c2
QUINZAINE,En bus TAG,135.67112482140004,down,S1,ALL,ALL,ligne-c2
NAVIS,En bus TAG,0.0,down,S1,ALL,ALL,ligne-c2
LE RONDEAU,En bus TAG,17.8530584057,down,S1,ALL,ALL,ligne-c2
STADE LESDIGUIERES,En bus TAG,250.13408820210026,down,S1,ALL,ALL,ligne-c2
LOUISE MICHEL,En bus TAG,0.0,down,S1,ALL,ALL,ligne-c2
PONT ROUGE,En voiture garée au parking relai,6.5941521909,down,S1,ALL,ALL,ligne-c2
