cluster_name,target_mode,passengers_count,up_down,line_direction,timelaps,goal,line
VERDUN - PREFECTURE,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
BIR HAKEIM,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
FLANDRIN - VALMY,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
PERI - BROSSOLETTE,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
NEYRPIC - BELLEDONNE,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
CLINIQUE BELLEDONNE,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
CHAMP ROMAN,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
PORTE DU GRESIVAUDAN,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
LE SONNANT,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
EDELWEISS,En vélo,0.8716313397,down,ALL,ALL,ALL,ligne-15
PLACE DE LA REPUBLIQUE,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
PIED DE GIERES,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
CHAMPRONDET,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
LE JAPIN,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
LA PERRIERE,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
LE BOURG (MURIANETTE),En vélo,0.0,down,ALL,ALL,ALL,ligne-15
LA BRIOT,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
LES RIVETS,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
LES MORTES,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
L'ORATOIRE,En vélo,1.1425252598,down,ALL,ALL,ALL,ligne-15
COUBERTIN,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
DOMENE MAIRIE,En vélo,1.7146019135,down,ALL,ALL,ALL,ligne-15
RENE CASSIN,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
LES ARNAUDS,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
LE PRIEURE (DOMENE),En vélo,0.0,down,ALL,ALL,ALL,ligne-15
LES VERNES,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
CHENEVIERES,En vélo,0.0,down,ALL,ALL,ALL,ligne-15
VERDUN - PREFECTURE,En tram,373.1702367631,down,ALL,ALL,ALL,ligne-15
BIR HAKEIM,En tram,0.0,down,ALL,ALL,ALL,ligne-15
