cluster_name,target_mode,passengers_count,up_down,line_direction,timelaps,goal,line
PONT ROUGE,En voiture garée à proximité,1.1373576923,down,ALL,ALL,ALL,ligne-21
POMPIDOU,En voiture garée à proximité,1.8071408955,down,ALL,ALL,ALL,ligne-21
LA CHIEZE,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
LA RONZY,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
CLAIX MAIRIE,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
POSTE,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
FURONNIERES,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
LA CROIX ROLLAND,En voiture garée à proximité,0.9820993407,down,ALL,ALL,ALL,ligne-21
COL DE COMBOIRE,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
CIMETIERE DES GARLETTES,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
GARLETTES,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
PRE NOUVEL,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
L'ARGOUD,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
PLACE DU VILLAGE (SEYSSINS),En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
ANCIENNE GARE,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
BEAUVOIR,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
L'AGNEAU,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
PARC FRANCOIS MITTERRAND,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
LE PRISME,En voiture garée à proximité,0.0,down,ALL,ALL,ALL,ligne-21
PONT ROUGE,En tram,0.0,down,ALL,ALL,ALL,ligne-21
POMPIDOU,En tram,0.0,down,ALL,ALL,ALL,ligne-21
LA CHIEZE,En tram,0.0,down,ALL,ALL,ALL,ligne-21
LA RONZY,En tram,0.0,down,ALL,ALL,ALL,ligne-21
CLAIX MAIRIE,En tram,0.0,down,ALL,ALL,ALL,ligne-21
POSTE,En tram,0.0,down,ALL,ALL,ALL,ligne-21
FURONNIERES,En tram,0.0,down,ALL,ALL,ALL,ligne-21
LA CROIX ROLLAND,En tram,0.0,down,ALL,ALL,ALL,ligne-21
COL DE COMBOIRE,En tram,0.0,down,ALL,ALL,ALL,ligne-21
CIMETIERE DES GARLETTES,En tram,0.0,down,ALL,ALL,ALL,ligne-21
