cluster_name,target_mode,passengers_count,up_down,line_direction,timelaps,goal,line
LE VERDERET,En train,0.0,down,ALL,ALL,ALL,ligne-c4
LE BOURG (EYBENS),En train,0.0,down,ALL,ALL,ALL,ligne-c4
LES JAVAUX,En train,0.0,down,ALL,ALL,ALL,ligne-c4
ODYSSEE,En train,0.0,down,ALL,ALL,ALL,ligne-c4
VAL D'EYBENS,En train,0.0,down,ALL,ALL,ALL,ligne-c4
GENERAL DE GAULLE,En train,0.0,down,ALL,ALL,ALL,ligne-c4
MAISONS NEUVES,En train,0.0,down,ALL,ALL,ALL,ligne-c4
JEAN RACINE,En train,0.0,down,ALL,ALL,ALL,ligne-c4
TEISSEIRE (GRENOBLE),En train,0.0,down,ALL,ALL,ALL,ligne-c4
PAUL CLAUDEL,En train,0.0,down,ALL,ALL,ALL,ligne-c4
PONSARD,En train,0.0,down,ALL,ALL,ALL,ligne-c4
BAJATIERE,En train,0.0,down,ALL,ALL,ALL,ligne-c4
MALLIFAUD,En train,0.0,down,ALL,ALL,ALL,ligne-c4
DRIANT,En train,0.0,down,ALL,ALL,ALL,ligne-c4
CHAVANT,En train,0.0,down,ALL,ALL,ALL,ligne-c4
DOCTEUR MARTIN,En train,0.0,down,ALL,ALL,ALL,ligne-c4
VICTOR HUGO,En train,9.5526520528,down,ALL,ALL,ALL,ligne-c4
LE VERDERET,En voiture garée au parking relai,23.985421080400005,down,ALL,ALL,ALL,ligne-c4
LE BOURG (EYBENS),En voiture garée au parking relai,1.4771112787,down,ALL,ALL,ALL,ligne-c4
LES JAVAUX,En voiture garée au parking relai,1.8114415965,down,ALL,ALL,ALL,ligne-c4
ODYSSEE,En voiture garée au parking relai,1.8363169565,down,ALL,ALL,ALL,ligne-c4
VAL D'EYBENS,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c4
GENERAL DE GAULLE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c4
MAISONS NEUVES,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c4
JEAN RACINE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c4
TEISSEIRE (GRENOBLE),En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c4
PAUL CLAUDEL,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c4
PONSARD,En voiture garée au parking relai,4.0136578922,down,ALL,ALL,ALL,ligne-c4
BAJATIERE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c4
MALLIFAUD,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c4
DRIANT,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c4
CHAVANT,En voiture garée au parking relai,5.2807286826999995,down,ALL,ALL,ALL,ligne-c4
DOCTEUR MARTIN,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-c4
VICTOR HUGO,En voiture garée au parking relai,4.055814981999999,down,ALL,ALL,ALL,ligne-c4
LE VERDERET,En bus TAG,3.0556165456,down,ALL,ALL,ALL,ligne-c4
LE BOURG (EYBENS),En bus TAG,3.0556165456,down,ALL,ALL,ALL,ligne-c4
LES JAVAUX,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c4
ODYSSEE,En bus TAG,106.42116855600004,down,ALL,ALL,ALL,ligne-c4
VAL D'EYBENS,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c4
GENERAL DE GAULLE,En bus TAG,37.40155665419999,down,ALL,ALL,ALL,ligne-c4
MAISONS NEUVES,En bus TAG,52.507737647500015,down,ALL,ALL,ALL,ligne-c4
JEAN RACINE,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c4
TEISSEIRE (GRENOBLE),En bus TAG,81.47098752330002,down,ALL,ALL,ALL,ligne-c4
PAUL CLAUDEL,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c4
PONSARD,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c4
BAJATIERE,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c4
MALLIFAUD,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c4
DRIANT,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-c4
CHAVANT,En bus TAG,91.58729414659996,down,ALL,ALL,ALL,ligne-c4
DOCTEUR MARTIN,En bus TAG,42.28771652199999,down,ALL,ALL,ALL,ligne-c4
VICTOR HUGO,En bus TAG,45.97616663839999,down,ALL,ALL,ALL,ligne-c4
LE VERDERET,Déposé en voiture,15.105264079799998,down,ALL,ALL,ALL,ligne-c4
LE BOURG (EYBENS),Déposé en voiture,5.679656479299999,down,ALL,ALL,ALL,ligne-c4
LES JAVAUX,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c4
ODYSSEE,Déposé en voiture,3.7419224803,down,ALL,ALL,ALL,ligne-c4
VAL D'EYBENS,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c4
GENERAL DE GAULLE,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c4
MAISONS NEUVES,Déposé en voiture,3.0172658213,down,ALL,ALL,ALL,ligne-c4
JEAN RACINE,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c4
TEISSEIRE (GRENOBLE),Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c4
PAUL CLAUDEL,Déposé en voiture,4.679528695,down,ALL,ALL,ALL,ligne-c4
PONSARD,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c4
BAJATIERE,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c4
MALLIFAUD,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c4
DRIANT,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c4
CHAVANT,Déposé en voiture,8.635681737999999,down,ALL,ALL,ALL,ligne-c4
DOCTEUR MARTIN,Déposé en voiture,2.2904391011,down,ALL,ALL,ALL,ligne-c4
VICTOR HUGO,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-c4
LE VERDERET,A pied,180.7906635204001,down,ALL,ALL,ALL,ligne-c4
LE BOURG (EYBENS),A pied,202.92138416289993,down,ALL,ALL,ALL,ligne-c4
LES JAVAUX,A pied,145.49500425239998,down,ALL,ALL,ALL,ligne-c4
