cluster_name,target_mode,passengers_count,up_down,line_direction,timelaps,goal,line
GRAND PRE,Mode non précisé,0.0,down,S1,ALL,ALL,tram-c
MAS DES ILES,Mode non précisé,0.0,down,S1,ALL,ALL,tram-c
LE PRISME,Mode non précisé,0.0,down,S1,ALL,ALL,tram-c
CONDILLAC - UNIVERSITES,En voiture garée à proximité,16.1880269165,down,S1,ALL,ALL,tram-c
BIBLIOTHEQUES UNIVERSITAIRES,En voiture garée à proximité,1.2420753419,down,S1,ALL,ALL,tram-c
GABRIEL FAURE,En voiture garée à proximité,11.3874741251,down,S1,ALL,ALL,tram-c
HECTOR BERLIOZ - UNIVERSITES,En voiture garée à proximité,0.0,down,S1,ALL,ALL,tram-c
NEYRPIC - BELLEDONNE,En voiture garée à proximité,69.25398102230001,down,S1,ALL,ALL,tram-c
PERI - BROSSOLETTE,En voiture garée à proximité,36.8170014167,down,S1,ALL,ALL,tram-c
FLANDRIN - VALMY,En voiture garée à proximité,15.188501592599998,down,S1,ALL,ALL,tram-c
HOTEL DE VILLE (GRENOBLE),En voiture garée à proximité,0.0,down,S1,ALL,ALL,tram-c
CHAVANT,En voiture garée à proximité,0.0,down,S1,ALL,ALL,tram-c
GUSTAVE RIVET,En voiture garée à proximité,0.0,down,S1,ALL,ALL,tram-c
FOCH - FERRIE,En voiture garée à proximité,2.4594631921,down,S1,ALL,ALL,tram-c
VALLIER - LIBERATION,En voiture garée à proximité,3.4250541102,down,S1,ALL,ALL,tram-c
VALLIER - DOCTEUR CALMETTE,En voiture garée à proximité,0.0,down,S1,ALL,ALL,tram-c
VALLIER - CATANE,En voiture garée à proximité,8.6130965965,down,S1,ALL,ALL,tram-c
SEYSSINET-PARISET HOTEL DE VILLE,En voiture garée à proximité,0.0,down,S1,ALL,ALL,tram-c
FAUCONNIERE,En voiture garée à proximité,0.0,down,S1,ALL,ALL,tram-c
GRAND PRE,En voiture garée à proximité,0.0,down,S1,ALL,ALL,tram-c
MAS DES ILES,En voiture garée à proximité,0.0,down,S1,ALL,ALL,tram-c
LE PRISME,En voiture garée à proximité,0.0,down,S1,ALL,ALL,tram-c
CONDILLAC - UNIVERSITES,En tram,89.8880866166,down,S1,ALL,ALL,tram-c
BIBLIOTHEQUES UNIVERSITAIRES,En tram,37.6102025344,down,S1,ALL,ALL,tram-c
GABRIEL FAURE,En tram,115.12056115380001,down,S1,ALL,ALL,tram-c
HECTOR BERLIOZ - UNIVERSITES,En tram,0.0,down,S1,ALL,ALL,tram-c
NEYRPIC - BELLEDONNE,En tram,168.5281603331,down,S1,ALL,ALL,tram-c
PERI - BROSSOLETTE,En tram,0.0,down,S1,ALL,ALL,tram-c
FLANDRIN - VALMY,En tram,0.0,down,S1,ALL,ALL,tram-c
HOTEL DE VILLE (GRENOBLE),En tram,0.0,down,S1,ALL,ALL,tram-c
CHAVANT,En tram,1588.9416734221998,down,S1,ALL,ALL,tram-c
GUSTAVE RIVET,En tram,0.0,down,S1,ALL,ALL,tram-c
FOCH - FERRIE,En tram,0.0,down,S1,ALL,ALL,tram-c
VALLIER - LIBERATION,En tram,781.5617443122019,down,S1,ALL,ALL,tram-c
VALLIER - DOCTEUR CALMETTE,En tram,0.0,down,S1,ALL,ALL,tram-c
VALLIER - CATANE,En tram,0.0,down,S1,ALL,ALL,tram-c
SEYSSINET-PARISET HOTEL DE VILLE,En tram,0.0,down,S1,ALL,ALL,tram-c
