cluster_name,target_mode,passengers_count,up_down,line_direction,timelaps,goal,line
MAISONS NEUVES,En train,0.0,down,ALL,ALL,ALL,ligne-12
LES SAULES,En train,0.0,down,ALL,ALL,ALL,ligne-12
PLACE DES GEANTS,En train,0.0,down,ALL,ALL,ALL,ligne-12
RAYMOND CHANAS,En train,0.0,down,ALL,ALL,ALL,ligne-12
GRAND'PLACE,En train,0.0,down,ALL,ALL,ALL,ligne-12
EDMOND ESMONIN,En train,0.0,down,ALL,ALL,ALL,ligne-12
MAISON DES ANCIENS,En train,0.0,down,ALL,ALL,ALL,ligne-12
VERLAINE,En train,0.0,down,ALL,ALL,ALL,ligne-12
STADE LESDIGUIERES,En train,0.0,down,ALL,ALL,ALL,ligne-12
BACHELARD,En train,0.0,down,ALL,ALL,ALL,ligne-12
CITE PAUL MISTRAL,En train,0.0,down,ALL,ALL,ALL,ligne-12
ANATOLE FRANCE,En train,0.0,down,ALL,ALL,ALL,ligne-12
DOCTEUR SCHWEITZER,En train,0.0,down,ALL,ALL,ALL,ligne-12
HENRI DUNANT,En train,0.0,down,ALL,ALL,ALL,ligne-12
SALENGRO,En train,0.0,down,ALL,ALL,ALL,ligne-12
CHAMPS-ELYSEES,En train,0.0,down,ALL,ALL,ALL,ligne-12
VALLIER - DOCTEUR CALMETTE,En train,0.0,down,ALL,ALL,ALL,ligne-12
D'ALEMBERT,En train,0.0,down,ALL,ALL,ALL,ligne-12
ABBE GREGOIRE,En train,0.0,down,ALL,ALL,ALL,ligne-12
SAINT-BRUNO (LIGNE 12),En train,4.2903053171,down,ALL,ALL,ALL,ligne-12
CHORIER - CONDORCET,En train,0.0,down,ALL,ALL,ALL,ligne-12
CONDORCET,En train,0.0,down,ALL,ALL,ALL,ligne-12
CHAMPIONNET,En train,0.0,down,ALL,ALL,ALL,ligne-12
CHAMPOLLION,En train,0.0,down,ALL,ALL,ALL,ligne-12
DOCTEUR MARTIN,En train,0.0,down,ALL,ALL,ALL,ligne-12
VERDUN - PREFECTURE,En train,1.9526876753,down,ALL,ALL,ALL,ligne-12
BIR HAKEIM,En train,0.0,down,ALL,ALL,ALL,ligne-12
MADELEINE,En train,0.0,down,ALL,ALL,ALL,ligne-12
JEANNE D'ARC,En train,0.0,down,ALL,ALL,ALL,ligne-12
GRAND CHATELET,En train,0.0,down,ALL,ALL,ALL,ligne-12
BON PASTEUR,En train,0.0,down,ALL,ALL,ALL,ligne-12
HOUILLE BLANCHE,En train,0.0,down,ALL,ALL,ALL,ligne-12
EDMOND ROSTAND,En train,0.0,down,ALL,ALL,ALL,ligne-12
ETIENNE GRAPPE,En train,0.0,down,ALL,ALL,ALL,ligne-12
POTIE,En train,0.0,down,ALL,ALL,ALL,ligne-12
CROIX DU PATRE,En train,0.0,down,ALL,ALL,ALL,ligne-12
GLAIEULS,En train,0.0,down,ALL,ALL,ALL,ligne-12
LES ALLOVES,En train,0.0,down,ALL,ALL,ALL,ligne-12
MAISONS NEUVES,En bus TAG,83.49329902280003,down,ALL,ALL,ALL,ligne-12
LES SAULES,En bus TAG,0.0,down,ALL,ALL,ALL,ligne-12
