cluster_name,target_mode,passengers_count,up_down,line_direction,timelaps,goal,line
SAINT-EGREVE GARE,En tram,0.0,down,ALL,ALL,ALL,ligne-22
LA BIOLLE - GARE,En tram,0.0,down,ALL,ALL,ALL,ligne-22
CAP 38,En tram,0.0,down,ALL,ALL,ALL,ligne-22
KARBEN,En tram,32.7153460344,down,ALL,ALL,ALL,ligne-22
ROCHEPLEINE,En tram,0.0,down,ALL,ALL,ALL,ligne-22
ROCHER D'ESCALADE,En tram,0.0,down,ALL,ALL,ALL,ligne-22
GAVANIERE,En tram,0.0,down,ALL,ALL,ALL,ligne-22
EGLISE (ST EGREVE),En tram,0.0,down,ALL,ALL,ALL,ligne-22
LA MONTA,En tram,0.0,down,ALL,ALL,ALL,ligne-22
CUVILLEUX,En tram,0.0,down,ALL,ALL,ALL,ligne-22
VISANCOURT,En tram,0.0,down,ALL,ALL,ALL,ligne-22
PONT DE VENCE,En tram,75.55483244929998,down,ALL,ALL,ALL,ligne-22
MOUTONNEES,En tram,0.0,down,ALL,ALL,ALL,ligne-22
MURET,En tram,46.295938111799984,down,ALL,ALL,ALL,ligne-22
FIANCEY - PREDIEU,En tram,27.30705483,down,ALL,ALL,ALL,ligne-22
BELLEDONNE,En tram,0.0,down,ALL,ALL,ALL,ligne-22
LES GLAIRAUX,En tram,0.0,down,ALL,ALL,ALL,ligne-22
CAP DES H',En tram,0.0,down,ALL,ALL,ALL,ligne-22
LOUIS GAGNIERE,En tram,0.0,down,ALL,ALL,ALL,ligne-22
PRESQU'ILE,En tram,147.41893228960015,down,ALL,ALL,ALL,ligne-22
SAINT-EGREVE GARE,A pied,29.07341016,down,ALL,ALL,ALL,ligne-22
LA BIOLLE - GARE,A pied,6.331778957799999,down,ALL,ALL,ALL,ligne-22
CAP 38,A pied,49.30684519109998,down,ALL,ALL,ALL,ligne-22
KARBEN,A pied,26.499726494000004,down,ALL,ALL,ALL,ligne-22
ROCHEPLEINE,A pied,63.24302792749996,down,ALL,ALL,ALL,ligne-22
ROCHER D'ESCALADE,A pied,33.3951335414,down,ALL,ALL,ALL,ligne-22
GAVANIERE,A pied,86.64548806960003,down,ALL,ALL,ALL,ligne-22
EGLISE (ST EGREVE),A pied,86.72576265900001,down,ALL,ALL,ALL,ligne-22
LA MONTA,A pied,126.18312948570004,down,ALL,ALL,ALL,ligne-22
CUVILLEUX,A pied,28.152651378399995,down,ALL,ALL,ALL,ligne-22
VISANCOURT,A pied,82.4874632324,down,ALL,ALL,ALL,ligne-22
PONT DE VENCE,A pied,114.98500232689999,down,ALL,ALL,ALL,ligne-22
MOUTONNEES,A pied,10.3444936098,down,ALL,ALL,ALL,ligne-22
MURET,A pied,26.264633968600002,down,ALL,ALL,ALL,ligne-22
FIANCEY - PREDIEU,A pied,59.53588152849994,down,ALL,ALL,ALL,ligne-22
BELLEDONNE,A pied,57.07377039069992,down,ALL,ALL,ALL,ligne-22
LES GLAIRAUX,A pied,72.25709129369999,down,ALL,ALL,ALL,ligne-22
CAP DES H',A pied,39.21625499389998,down,ALL,ALL,ALL,ligne-22
LOUIS GAGNIERE,A pied,6.7195600884,down,ALL,ALL,ALL,ligne-22
PRESQU'ILE,A pied,87.52743937619998,down,ALL,ALL,ALL,ligne-22
SAINT-EGREVE GARE,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
LA BIOLLE - GARE,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
CAP 38,Déposé en voiture,1.4196286848,down,ALL,ALL,ALL,ligne-22
KARBEN,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
ROCHEPLEINE,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
ROCHER D'ESCALADE,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
GAVANIERE,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
EGLISE (ST EGREVE),Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
LA MONTA,Déposé en voiture,2.0459354576,down,ALL,ALL,ALL,ligne-22
CUVILLEUX,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
VISANCOURT,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
PONT DE VENCE,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
MOUTONNEES,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
MURET,Déposé en voiture,2.0582604704,down,ALL,ALL,ALL,ligne-22
FIANCEY - PREDIEU,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
BELLEDONNE,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
LES GLAIRAUX,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
CAP DES H',Déposé en voiture,1.9234336107,down,ALL,ALL,ALL,ligne-22
LOUIS GAGNIERE,Déposé en voiture,0.0,down,ALL,ALL,ALL,ligne-22
PRESQU'ILE,Déposé en voiture,0.989548303,down,ALL,ALL,ALL,ligne-22
SAINT-EGREVE GARE,En train,0.0,down,ALL,ALL,ALL,ligne-22
LA BIOLLE - GARE,En train,0.0,down,ALL,ALL,ALL,ligne-22
CAP 38,En train,0.0,down,ALL,ALL,ALL,ligne-22
KARBEN,En train,0.0,down,ALL,ALL,ALL,ligne-22
ROCHEPLEINE,En train,0.0,down,ALL,ALL,ALL,ligne-22
ROCHER D'ESCALADE,En train,0.0,down,ALL,ALL,ALL,ligne-22
GAVANIERE,En train,0.0,down,ALL,ALL,ALL,ligne-22
EGLISE (ST EGREVE),En train,0.0,down,ALL,ALL,ALL,ligne-22
LA MONTA,En train,0.0,down,ALL,ALL,ALL,ligne-22
CUVILLEUX,En train,0.0,down,ALL,ALL,ALL,ligne-22
VISANCOURT,En train,0.0,down,ALL,ALL,ALL,ligne-22
PONT DE VENCE,En train,0.0,down,ALL,ALL,ALL,ligne-22
MOUTONNEES,En train,0.0,down,ALL,ALL,ALL,ligne-22
MURET,En train,0.0,down,ALL,ALL,ALL,ligne-22
FIANCEY - PREDIEU,En train,0.0,down,ALL,ALL,ALL,ligne-22
BELLEDONNE,En train,0.0,down,ALL,ALL,ALL,ligne-22
LES GLAIRAUX,En train,0.0,down,ALL,ALL,ALL,ligne-22
CAP DES H',En train,0.0,down,ALL,ALL,ALL,ligne-22
LOUIS GAGNIERE,En train,0.0,down,ALL,ALL,ALL,ligne-22
PRESQU'ILE,En train,2.9672516494,down,ALL,ALL,ALL,ligne-22
SAINT-EGREVE GARE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
LA BIOLLE - GARE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
CAP 38,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
KARBEN,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
ROCHEPLEINE,En voiture garée au parking relai,4.4529673636,down,ALL,ALL,ALL,ligne-22
ROCHER D'ESCALADE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
GAVANIERE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
EGLISE (ST EGREVE),En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
LA MONTA,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
CUVILLEUX,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
VISANCOURT,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
PONT DE VENCE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
MOUTONNEES,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
MURET,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
FIANCEY - PREDIEU,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
BELLEDONNE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
LES GLAIRAUX,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
CAP DES H',En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
LOUIS GAGNIERE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
PRESQU'ILE,En voiture garée au parking relai,0.0,down,ALL,ALL,ALL,ligne-22
SAINT-EGREVE GARE,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-22
LA BIOLLE - GARE,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-22
CAP 38,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-22
KARBEN,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-22
ROCHEPLEINE,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-22
ROCHER D'ESCALADE,Mode non précisé,0.0,down,ALL,ALL,ALL,ligne-22
