up_cluster_name,down_cluster_name,passengers_count,line_direction,timelaps,goal,line
CENTRE-VILLAGE,JULES GUESDE,0.0,ALL,ALL,ALL,ligne-19
VILLAGE (SEYSSINET-PARISET),JULES GUESDE,0.0,ALL,ALL,ALL,ligne-19
L'OVALIE,CURIE - VERCORS,0.0,ALL,ALL,ALL,ligne-19
LE GUA,CURIE - VERCORS,1.1791780645,ALL,ALL,ALL,ligne-19
PLACE DE LA LIBERATION,CURIE - VERCORS,3.1363381234,ALL,ALL,ALL,ligne-19
TREFFORINE,CURIE - VERCORS,0.0,ALL,ALL,ALL,ligne-19
PRE FLEURY,CURIE - VERCORS,1.1820235714,ALL,ALL,ALL,ligne-19
LES PIES,CURIE - VERCORS,0.0,ALL,ALL,ALL,ligne-19
LA POYA,CURIE - VERCORS,1.2605006897,ALL,ALL,ALL,ligne-19
GERARD PHILIPE,CURIE - VERCORS,7.065410909100001,ALL,ALL,ALL,ligne-19
RUE DES ALPES,CURIE - VERCORS,3.186967742,ALL,ALL,ALL,ligne-19
MARAT,CURIE - VERCORS,1.202733913,ALL,ALL,ALL,ligne-19
LES ECRINS,CURIE - VERCORS,0.0,ALL,ALL,ALL,ligne-19
JULES GUESDE,CURIE - VERCORS,0.0,ALL,ALL,ALL,ligne-19
PLACE DU MARCHE CACHIN,CURIE - VERCORS,3.6847700569999997,ALL,ALL,ALL,ligne-19
RUE PASTEUR,CURIE - VERCORS,1.7014866667,ALL,ALL,ALL,ligne-19
LOUIS MAISONNAT,CURIE - VERCORS,4.834525573800001,ALL,ALL,ALL,ligne-19
ARISTIDE BERGES,CURIE - VERCORS,2.5096539791000003,ALL,ALL,ALL,ligne-19
BOUCHAYER HOTEL DE VILLE,CURIE - VERCORS,3.8403908165000002,ALL,ALL,ALL,ligne-19
MURAILLES,CURIE - VERCORS,4.5457792182,ALL,ALL,ALL,ligne-19
BELVEDERE,CURIE - VERCORS,5.3276300688000005,ALL,ALL,ALL,ligne-19
CENTRE-VILLAGE,CURIE - VERCORS,2.4699,ALL,ALL,ALL,ligne-19
VILLAGE (SEYSSINET-PARISET),CURIE - VERCORS,0.0,ALL,ALL,ALL,ligne-19
L'OVALIE,RUE PASTEUR,0.0,ALL,ALL,ALL,ligne-19
LE GUA,RUE PASTEUR,1.274413508,ALL,ALL,ALL,ligne-19
PLACE DE LA LIBERATION,RUE PASTEUR,3.169705,ALL,ALL,ALL,ligne-19
TREFFORINE,RUE PASTEUR,0.0,ALL,ALL,ALL,ligne-19
PRE FLEURY,RUE PASTEUR,2.3612016359,ALL,ALL,ALL,ligne-19
LES PIES,RUE PASTEUR,6.4842383744,ALL,ALL,ALL,ligne-19
LA POYA,RUE PASTEUR,11.0951595367,ALL,ALL,ALL,ligne-19
GERARD PHILIPE,RUE PASTEUR,16.885134545,ALL,ALL,ALL,ligne-19
RUE DES ALPES,RUE PASTEUR,5.7648705376,ALL,ALL,ALL,ligne-19
MARAT,RUE PASTEUR,0.0,ALL,ALL,ALL,ligne-19
LES ECRINS,RUE PASTEUR,1.0460752941,ALL,ALL,ALL,ligne-19
JULES GUESDE,RUE PASTEUR,0.0,ALL,ALL,ALL,ligne-19
PLACE DU MARCHE CACHIN,RUE PASTEUR,1.4270533333,ALL,ALL,ALL,ligne-19
CURIE - VERCORS,RUE PASTEUR,0.0,ALL,ALL,ALL,ligne-19
LOUIS MAISONNAT,RUE PASTEUR,16.344453106699998,ALL,ALL,ALL,ligne-19
ARISTIDE BERGES,RUE PASTEUR,4.3833269874,ALL,ALL,ALL,ligne-19
BOUCHAYER HOTEL DE VILLE,RUE PASTEUR,0.0,ALL,ALL,ALL,ligne-19
MURAILLES,RUE PASTEUR,0.0,ALL,ALL,ALL,ligne-19
BELVEDERE,RUE PASTEUR,0.0,ALL,ALL,ALL,ligne-19
CENTRE-VILLAGE,RUE PASTEUR,0.0,ALL,ALL,ALL,ligne-19
VILLAGE (SEYSSINET-PARISET),RUE PASTEUR,0.0,ALL,ALL,ALL,ligne-19
L'OVALIE,LE GUA,0.0,ALL,ALL,ALL,ligne-19
PLACE DE LA LIBERATION,LE GUA,3.1559833333,ALL,ALL,ALL,ligne-19
TREFFORINE,LE GUA,1.72893,ALL,ALL,ALL,ligne-19
PRE FLEURY,LE GUA,5.7082133333,ALL,ALL,ALL,ligne-19
