up_cluster_name,down_cluster_name,passengers_count,line_direction,timelaps,goal,line
LES TAILLEES - UNIVERSITES,PARC JO BLANCHON,0.0,S1,02H00-06H45,ALL,tram-d
NEYRPIC - BELLEDONNE,PARC JO BLANCHON,0.9950990049,S1,02H00-06H45,ALL,tram-d
MAISON COMMUNALE,PARC JO BLANCHON,0.0,S1,02H00-06H45,ALL,tram-d
EDOUARD VAILLANT,PARC JO BLANCHON,4.4779455221,S1,02H00-06H45,ALL,tram-d
ETIENNE GRAPPE,PARC JO BLANCHON,0.0,S1,02H00-06H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,EDOUARD VAILLANT,0.0,S1,02H00-06H45,ALL,tram-d
NEYRPIC - BELLEDONNE,EDOUARD VAILLANT,0.9950990049,S1,02H00-06H45,ALL,tram-d
MAISON COMMUNALE,EDOUARD VAILLANT,0.0,S1,02H00-06H45,ALL,tram-d
PARC JO BLANCHON,EDOUARD VAILLANT,0.0,S1,02H00-06H45,ALL,tram-d
ETIENNE GRAPPE,EDOUARD VAILLANT,0.0,S1,02H00-06H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,ETIENNE GRAPPE,3.1843168156,S1,02H00-06H45,ALL,tram-d
NEYRPIC - BELLEDONNE,ETIENNE GRAPPE,0.9950990049,S1,02H00-06H45,ALL,tram-d
MAISON COMMUNALE,ETIENNE GRAPPE,8.9558910441,S1,02H00-06H45,ALL,tram-d
EDOUARD VAILLANT,ETIENNE GRAPPE,4.4779455221,S1,02H00-06H45,ALL,tram-d
PARC JO BLANCHON,ETIENNE GRAPPE,0.0,S1,02H00-06H45,ALL,tram-d
NEYRPIC - BELLEDONNE,LES TAILLEES - UNIVERSITES,0.0,S1,02H00-06H45,ALL,tram-d
MAISON COMMUNALE,LES TAILLEES - UNIVERSITES,0.0,S1,02H00-06H45,ALL,tram-d
EDOUARD VAILLANT,LES TAILLEES - UNIVERSITES,0.0,S1,02H00-06H45,ALL,tram-d
PARC JO BLANCHON,LES TAILLEES - UNIVERSITES,0.0,S1,02H00-06H45,ALL,tram-d
ETIENNE GRAPPE,LES TAILLEES - UNIVERSITES,0.0,S1,02H00-06H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,NEYRPIC - BELLEDONNE,4.7764752234,S1,02H00-06H45,ALL,tram-d
MAISON COMMUNALE,NEYRPIC - BELLEDONNE,0.0,S1,02H00-06H45,ALL,tram-d
EDOUARD VAILLANT,NEYRPIC - BELLEDONNE,0.0,S1,02H00-06H45,ALL,tram-d
PARC JO BLANCHON,NEYRPIC - BELLEDONNE,0.0,S1,02H00-06H45,ALL,tram-d
ETIENNE GRAPPE,NEYRPIC - BELLEDONNE,0.0,S1,02H00-06H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,MAISON COMMUNALE,0.0,S1,02H00-06H45,ALL,tram-d
NEYRPIC - BELLEDONNE,MAISON COMMUNALE,0.9950990049,S1,02H00-06H45,ALL,tram-d
EDOUARD VAILLANT,MAISON COMMUNALE,0.0,S1,02H00-06H45,ALL,tram-d
PARC JO BLANCHON,MAISON COMMUNALE,0.0,S1,02H00-06H45,ALL,tram-d
ETIENNE GRAPPE,MAISON COMMUNALE,0.0,S1,02H00-06H45,ALL,tram-d
ETIENNE GRAPPE,PARC JO BLANCHON,0.0,S2,02H00-06H45,ALL,tram-d
EDOUARD VAILLANT,PARC JO BLANCHON,0.0,S2,02H00-06H45,ALL,tram-d
MAISON COMMUNALE,PARC JO BLANCHON,0.0,S2,02H00-06H45,ALL,tram-d
NEYRPIC - BELLEDONNE,PARC JO BLANCHON,0.0,S2,02H00-06H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,PARC JO BLANCHON,0.0,S2,02H00-06H45,ALL,tram-d
ETIENNE GRAPPE,EDOUARD VAILLANT,0.0,S2,02H00-06H45,ALL,tram-d
PARC JO BLANCHON,EDOUARD VAILLANT,0.0,S2,02H00-06H45,ALL,tram-d
MAISON COMMUNALE,EDOUARD VAILLANT,0.0,S2,02H00-06H45,ALL,tram-d
NEYRPIC - BELLEDONNE,EDOUARD VAILLANT,0.0,S2,02H00-06H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,EDOUARD VAILLANT,0.0,S2,02H00-06H45,ALL,tram-d
PARC JO BLANCHON,ETIENNE GRAPPE,0.0,S2,02H00-06H45,ALL,tram-d
EDOUARD VAILLANT,ETIENNE GRAPPE,0.0,S2,02H00-06H45,ALL,tram-d
MAISON COMMUNALE,ETIENNE GRAPPE,0.0,S2,02H00-06H45,ALL,tram-d
NEYRPIC - BELLEDONNE,ETIENNE GRAPPE,0.0,S2,02H00-06H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,ETIENNE GRAPPE,0.0,S2,02H00-06H45,ALL,tram-d
ETIENNE GRAPPE,LES TAILLEES - UNIVERSITES,4.9754961725,S2,02H00-06H45,ALL,tram-d
PARC JO BLANCHON,LES TAILLEES - UNIVERSITES,3.980396938,S2,02H00-06H45,ALL,tram-d
EDOUARD VAILLANT,LES TAILLEES - UNIVERSITES,3.980396938,S2,02H00-06H45,ALL,tram-d
MAISON COMMUNALE,LES TAILLEES - UNIVERSITES,2.7862778568,S2,02H00-06H45,ALL,tram-d
NEYRPIC - BELLEDONNE,LES TAILLEES - UNIVERSITES,2.7862778568,S2,02H00-06H45,ALL,tram-d
ETIENNE GRAPPE,NEYRPIC - BELLEDONNE,2.9852977035,S2,02H00-06H45,ALL,tram-d
PARC JO BLANCHON,NEYRPIC - BELLEDONNE,1.990198469,S2,02H00-06H45,ALL,tram-d
EDOUARD VAILLANT,NEYRPIC - BELLEDONNE,0.0,S2,02H00-06H45,ALL,tram-d
MAISON COMMUNALE,NEYRPIC - BELLEDONNE,1.3931389284,S2,02H00-06H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,NEYRPIC - BELLEDONNE,0.0,S2,02H00-06H45,ALL,tram-d
ETIENNE GRAPPE,MAISON COMMUNALE,0.9950992345,S2,02H00-06H45,ALL,tram-d
PARC JO BLANCHON,MAISON COMMUNALE,0.0,S2,02H00-06H45,ALL,tram-d
EDOUARD VAILLANT,MAISON COMMUNALE,0.0,S2,02H00-06H45,ALL,tram-d
NEYRPIC - BELLEDONNE,MAISON COMMUNALE,0.0,S2,02H00-06H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,MAISON COMMUNALE,0.0,S2,02H00-06H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,PARC JO BLANCHON,31.15095652199998,ALL,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,PARC JO BLANCHON,32.801444445,ALL,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,PARC JO BLANCHON,35.4255600002,ALL,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,PARC JO BLANCHON,14.199311538300002,ALL,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,PARC JO BLANCHON,0.0,ALL,06H45-08H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,EDOUARD VAILLANT,18.69057391319999,ALL,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,EDOUARD VAILLANT,30.1773288892,ALL,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,EDOUARD VAILLANT,24.9290977779,ALL,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,EDOUARD VAILLANT,3.8580923895,ALL,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,EDOUARD VAILLANT,50.78028376020001,ALL,06H45-08H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,ETIENNE GRAPPE,26.997495652399984,ALL,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,ETIENNE GRAPPE,22.3049822226,ALL,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,ETIENNE GRAPPE,20.9929244448,ALL,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,ETIENNE GRAPPE,20.284730768999996,ALL,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,ETIENNE GRAPPE,18.256257692099997,ALL,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,LES TAILLEES - UNIVERSITES,48.16142635980001,ALL,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,LES TAILLEES - UNIVERSITES,35.194888493700006,ALL,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,LES TAILLEES - UNIVERSITES,109.31261770240002,ALL,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,LES TAILLEES - UNIVERSITES,65.5875706215,ALL,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,LES TAILLEES - UNIVERSITES,88.14690765800006,ALL,06H45-08H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,NEYRPIC - BELLEDONNE,9.345286956599999,ALL,06H45-08H45,ALL,tram-d
MAISON COMMUNALE,NEYRPIC - BELLEDONNE,0.0,ALL,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,NEYRPIC - BELLEDONNE,20.576492744000003,ALL,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,NEYRPIC - BELLEDONNE,32.1507699125,ALL,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,NEYRPIC - BELLEDONNE,53.654639444000026,ALL,06H45-08H45,ALL,tram-d
LES TAILLEES - UNIVERSITES,MAISON COMMUNALE,33.22768695679998,ALL,06H45-08H45,ALL,tram-d
NEYRPIC - BELLEDONNE,MAISON COMMUNALE,10.4964622224,ALL,06H45-08H45,ALL,tram-d
EDOUARD VAILLANT,MAISON COMMUNALE,2.572061593,ALL,06H45-08H45,ALL,tram-d
PARC JO BLANCHON,MAISON COMMUNALE,6.4301539825,ALL,06H45-08H45,ALL,tram-d
ETIENNE GRAPPE,MAISON COMMUNALE,24.911082599000004,ALL,06H45-08H45,ALL,tram-d
