up_cluster_name,down_cluster_name,passengers_count,line_direction,timelaps,goal,line
PONT ROUGE,NAVIS,21.1222497444,ALL,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,NAVIS,2.6736211232,ALL,ALL,ALL,ligne-c2
MARCELLINE,NAVIS,6.612289157,ALL,ALL,ALL,ligne-c2
IRENE JOLIOT - CURIE,NAVIS,3.0723764131,ALL,ALL,ALL,ligne-c2
ILES DE MARS,NAVIS,10.7537791048,ALL,ALL,ALL,ligne-c2
CLOS DOMINIQUE,NAVIS,0.0,ALL,ALL,ALL,ligne-c2
FLOTTIBULLE,NAVIS,9.8239064056,ALL,ALL,ALL,ligne-c2
ECUREUIL,NAVIS,4.4280483623,ALL,ALL,ALL,ligne-c2
BAYARD,NAVIS,13.8453227882,ALL,ALL,ALL,ligne-c2
QUINZAINE,NAVIS,25.107078754,ALL,ALL,ALL,ligne-c2
LE RONDEAU,NAVIS,15.110675624,ALL,ALL,ALL,ligne-c2
STADE LESDIGUIERES,NAVIS,10.1684428548,ALL,ALL,ALL,ligne-c2
LOUISE MICHEL,NAVIS,88.92212624269999,ALL,ALL,ALL,ligne-c2
PONT ROUGE,MARCELLINE,41.263496544999995,ALL,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,MARCELLINE,9.3895528637,ALL,ALL,ALL,ligne-c2
IRENE JOLIOT - CURIE,MARCELLINE,0.0,ALL,ALL,ALL,ligne-c2
ILES DE MARS,MARCELLINE,0.0,ALL,ALL,ALL,ligne-c2
CLOS DOMINIQUE,MARCELLINE,12.5197772716,ALL,ALL,ALL,ligne-c2
FLOTTIBULLE,MARCELLINE,16.301413451,ALL,ALL,ALL,ligne-c2
ECUREUIL,MARCELLINE,5.1613606145,ALL,ALL,ALL,ligne-c2
BAYARD,MARCELLINE,42.27289349869999,ALL,ALL,ALL,ligne-c2
QUINZAINE,MARCELLINE,30.417071269,ALL,ALL,ALL,ligne-c2
NAVIS,MARCELLINE,0.0,ALL,ALL,ALL,ligne-c2
LE RONDEAU,MARCELLINE,36.5565289075,ALL,ALL,ALL,ligne-c2
STADE LESDIGUIERES,MARCELLINE,24.6296992645,ALL,ALL,ALL,ligne-c2
LOUISE MICHEL,MARCELLINE,85.42753658069998,ALL,ALL,ALL,ligne-c2
PONT-DE-CLAIX MAIRIE,PONT ROUGE,123.33650798289999,ALL,ALL,ALL,ligne-c2
MARCELLINE,PONT ROUGE,144.6572968152,ALL,ALL,ALL,ligne-c2
