up_cluster_name,down_cluster_name,passengers_count,line_direction,timelaps,goal,line
VERDUN - PREFECTURE,FLANDRIN - VALMY,33.298337293299994,ALL,ALL,ALL,ligne-14
BIR HAKEIM,FLANDRIN - VALMY,1.8781871121,ALL,ALL,ALL,ligne-14
CROIX ROUGE,FLANDRIN - VALMY,10.449283259699998,ALL,ALL,ALL,ligne-14
GAY,FLANDRIN - VALMY,11.157335789599998,ALL,ALL,ALL,ligne-14
MAISON COMMUNALE,FLANDRIN - VALMY,14.3225816588,ALL,ALL,ALL,ligne-14
CITE LABEYE,FLANDRIN - VALMY,3.8768401902,ALL,ALL,ALL,ligne-14
PORTAIL ROUGE,FLANDRIN - VALMY,10.5959473841,ALL,ALL,ALL,ligne-14
COLI,FLANDRIN - VALMY,13.783247096399997,ALL,ALL,ALL,ligne-14
ELSA TRIOLET,FLANDRIN - VALMY,11.896307114599999,ALL,ALL,ALL,ligne-14
GALOCHERE,FLANDRIN - VALMY,2.5794609182,ALL,ALL,ALL,ligne-14
ANGUISSES,FLANDRIN - VALMY,5.2913566939,ALL,ALL,ALL,ligne-14
ROSERAIE,FLANDRIN - VALMY,6.134946961100001,ALL,ALL,ALL,ligne-14
EDELWEISS,FLANDRIN - VALMY,12.138761518199999,ALL,ALL,ALL,ligne-14
GIERES GARE - UNIVERSITES (TRAM),FLANDRIN - VALMY,3.2992772726999995,ALL,ALL,ALL,ligne-14
VERDUN - PREFECTURE,MAISON COMMUNALE,52.79028847289998,ALL,ALL,ALL,ligne-14
BIR HAKEIM,MAISON COMMUNALE,1.8180873334,ALL,ALL,ALL,ligne-14
FLANDRIN - VALMY,MAISON COMMUNALE,26.565802296699996,ALL,ALL,ALL,ligne-14
CROIX ROUGE,MAISON COMMUNALE,13.495246467599998,ALL,ALL,ALL,ligne-14
GAY,MAISON COMMUNALE,0.0,ALL,ALL,ALL,ligne-14
CITE LABEYE,MAISON COMMUNALE,5.674487383200001,ALL,ALL,ALL,ligne-14
PORTAIL ROUGE,MAISON COMMUNALE,9.8866280264,ALL,ALL,ALL,ligne-14
COLI,MAISON COMMUNALE,16.476425312399996,ALL,ALL,ALL,ligne-14
ELSA TRIOLET,MAISON COMMUNALE,9.654532163499999,ALL,ALL,ALL,ligne-14
GALOCHERE,MAISON COMMUNALE,6.8376287941000005,ALL,ALL,ALL,ligne-14
ANGUISSES,MAISON COMMUNALE,4.4727527912,ALL,ALL,ALL,ligne-14
ROSERAIE,MAISON COMMUNALE,2.1439796582,ALL,ALL,ALL,ligne-14
EDELWEISS,MAISON COMMUNALE,17.5263463059,ALL,ALL,ALL,ligne-14
GIERES GARE - UNIVERSITES (TRAM),MAISON COMMUNALE,13.2235052792,ALL,ALL,ALL,ligne-14
VERDUN - PREFECTURE,EDELWEISS,49.95704207829997,ALL,ALL,ALL,ligne-14
BIR HAKEIM,EDELWEISS,7.0946075724,ALL,ALL,ALL,ligne-14
FLANDRIN - VALMY,EDELWEISS,3.13635,ALL,ALL,ALL,ligne-14
CROIX ROUGE,EDELWEISS,12.7007264524,ALL,ALL,ALL,ligne-14
GAY,EDELWEISS,5.058873563100001,ALL,ALL,ALL,ligne-14
MAISON COMMUNALE,EDELWEISS,10.912113420199999,ALL,ALL,ALL,ligne-14
CITE LABEYE,EDELWEISS,8.7112006205,ALL,ALL,ALL,ligne-14
PORTAIL ROUGE,EDELWEISS,14.131225074300001,ALL,ALL,ALL,ligne-14
COLI,EDELWEISS,29.019495676700007,ALL,ALL,ALL,ligne-14
ELSA TRIOLET,EDELWEISS,2.3807519538,ALL,ALL,ALL,ligne-14
GALOCHERE,EDELWEISS,2.2164669538000004,ALL,ALL,ALL,ligne-14
ANGUISSES,EDELWEISS,1.5150727778,ALL,ALL,ALL,ligne-14
ROSERAIE,EDELWEISS,2.519772958,ALL,ALL,ALL,ligne-14
GIERES GARE - UNIVERSITES (TRAM),EDELWEISS,26.724286110800005,ALL,ALL,ALL,ligne-14
VERDUN - PREFECTURE,ROSERAIE,19.021824960500002,ALL,ALL,ALL,ligne-14
BIR HAKEIM,ROSERAIE,0.0,ALL,ALL,ALL,ligne-14
FLANDRIN - VALMY,ROSERAIE,8.18232,ALL,ALL,ALL,ligne-14
CROIX ROUGE,ROSERAIE,3.7850292857,ALL,ALL,ALL,ligne-14
GAY,ROSERAIE,0.0,ALL,ALL,ALL,ligne-14
MAISON COMMUNALE,ROSERAIE,0.0,ALL,ALL,ALL,ligne-14
CITE LABEYE,ROSERAIE,1.2321375,ALL,ALL,ALL,ligne-14
PORTAIL ROUGE,ROSERAIE,2.2178475,ALL,ALL,ALL,ligne-14
COLI,ROSERAIE,6.5002098334,ALL,ALL,ALL,ligne-14
ELSA TRIOLET,ROSERAIE,1.0678525,ALL,ALL,ALL,ligne-14
GALOCHERE,ROSERAIE,1.0678525,ALL,ALL,ALL,ligne-14
ANGUISSES,ROSERAIE,0.0,ALL,ALL,ALL,ligne-14
EDELWEISS,ROSERAIE,4.4013459271,ALL,ALL,ALL,ligne-14
GIERES GARE - UNIVERSITES (TRAM),ROSERAIE,4.4222699779,ALL,ALL,ALL,ligne-14
VERDUN - PREFECTURE,COLI,69.96694017149997,ALL,ALL,ALL,ligne-14
BIR HAKEIM,COLI,8.2129958418,ALL,ALL,ALL,ligne-14
FLANDRIN - VALMY,COLI,19.3855282262,ALL,ALL,ALL,ligne-14
CROIX ROUGE,COLI,33.433612566099995,ALL,ALL,ALL,ligne-14
GAY,COLI,7.017592537900001,ALL,ALL,ALL,ligne-14
MAISON COMMUNALE,COLI,13.889123285699998,ALL,ALL,ALL,ligne-14
CITE LABEYE,COLI,6.9821124999999995,ALL,ALL,ALL,ligne-14
PORTAIL ROUGE,COLI,3.1255106205000005,ALL,ALL,ALL,ligne-14
ELSA TRIOLET,COLI,2.151344932,ALL,ALL,ALL,ligne-14
GALOCHERE,COLI,4.9214600009,ALL,ALL,ALL,ligne-14
ANGUISSES,COLI,5.596598507,ALL,ALL,ALL,ligne-14
ROSERAIE,COLI,9.9118070224,ALL,ALL,ALL,ligne-14
EDELWEISS,COLI,33.68661655220001,ALL,ALL,ALL,ligne-14
GIERES GARE - UNIVERSITES (TRAM),COLI,27.545916638700007,ALL,ALL,ALL,ligne-14
VERDUN - PREFECTURE,GIERES GARE - UNIVERSITES (TRAM),9.6633131161,ALL,ALL,ALL,ligne-14
BIR HAKEIM,GIERES GARE - UNIVERSITES (TRAM),1.198586338,ALL,ALL,ALL,ligne-14
FLANDRIN - VALMY,GIERES GARE - UNIVERSITES (TRAM),7.1646214892,ALL,ALL,ALL,ligne-14
CROIX ROUGE,GIERES GARE - UNIVERSITES (TRAM),9.7624518431,ALL,ALL,ALL,ligne-14
GAY,GIERES GARE - UNIVERSITES (TRAM),5.598667134499999,ALL,ALL,ALL,ligne-14
MAISON COMMUNALE,GIERES GARE - UNIVERSITES (TRAM),5.322834,ALL,ALL,ALL,ligne-14
CITE LABEYE,GIERES GARE - UNIVERSITES (TRAM),4.5985994538,ALL,ALL,ALL,ligne-14
PORTAIL ROUGE,GIERES GARE - UNIVERSITES (TRAM),2.3807519538,ALL,ALL,ALL,ligne-14
COLI,GIERES GARE - UNIVERSITES (TRAM),14.5582071023,ALL,ALL,ALL,ligne-14
ELSA TRIOLET,GIERES GARE - UNIVERSITES (TRAM),9.6996256947,ALL,ALL,ALL,ligne-14
GALOCHERE,GIERES GARE - UNIVERSITES (TRAM),12.3186139076,ALL,ALL,ALL,ligne-14
ANGUISSES,GIERES GARE - UNIVERSITES (TRAM),13.189373214800002,ALL,ALL,ALL,ligne-14
ROSERAIE,GIERES GARE - UNIVERSITES (TRAM),9.201064437,ALL,ALL,ALL,ligne-14
EDELWEISS,GIERES GARE - UNIVERSITES (TRAM),15.2719397358,ALL,ALL,ALL,ligne-14
VERDUN - PREFECTURE,PORTAIL ROUGE,44.87972364049998,ALL,ALL,ALL,ligne-14
BIR HAKEIM,PORTAIL ROUGE,4.00033975,ALL,ALL,ALL,ligne-14
FLANDRIN - VALMY,PORTAIL ROUGE,13.562489700099999,ALL,ALL,ALL,ligne-14
CROIX ROUGE,PORTAIL ROUGE,9.596628940499999,ALL,ALL,ALL,ligne-14
GAY,PORTAIL ROUGE,5.654993420199999,ALL,ALL,ALL,ligne-14
MAISON COMMUNALE,PORTAIL ROUGE,6.8894778488,ALL,ALL,ALL,ligne-14
CITE LABEYE,PORTAIL ROUGE,0.0,ALL,ALL,ALL,ligne-14
COLI,PORTAIL ROUGE,1.5037884522,ALL,ALL,ALL,ligne-14
ELSA TRIOLET,PORTAIL ROUGE,0.0,ALL,ALL,ALL,ligne-14
GALOCHERE,PORTAIL ROUGE,0.0,ALL,ALL,ALL,ligne-14
ANGUISSES,PORTAIL ROUGE,0.0,ALL,ALL,ALL,ligne-14
ROSERAIE,PORTAIL ROUGE,1.075672466,ALL,ALL,ALL,ligne-14
EDELWEISS,PORTAIL ROUGE,6.5671026467,ALL,ALL,ALL,ligne-14
GIERES GARE - UNIVERSITES (TRAM),PORTAIL ROUGE,4.3749497387,ALL,ALL,ALL,ligne-14
VERDUN - PREFECTURE,CITE LABEYE,49.17913571969999,ALL,ALL,ALL,ligne-14
BIR HAKEIM,CITE LABEYE,2.9197632158,ALL,ALL,ALL,ligne-14
FLANDRIN - VALMY,CITE LABEYE,6.592237881,ALL,ALL,ALL,ligne-14
CROIX ROUGE,CITE LABEYE,16.6454964763,ALL,ALL,ALL,ligne-14
GAY,CITE LABEYE,4.3136547143,ALL,ALL,ALL,ligne-14
MAISON COMMUNALE,CITE LABEYE,3.0134562857000002,ALL,ALL,ALL,ligne-14
PORTAIL ROUGE,CITE LABEYE,0.0,ALL,ALL,ALL,ligne-14
COLI,CITE LABEYE,15.594130713199997,ALL,ALL,ALL,ligne-14
ELSA TRIOLET,CITE LABEYE,6.353096518299999,ALL,ALL,ALL,ligne-14
GALOCHERE,CITE LABEYE,1.5037884522,ALL,ALL,ALL,ligne-14
ANGUISSES,CITE LABEYE,0.0,ALL,ALL,ALL,ligne-14
ROSERAIE,CITE LABEYE,0.0,ALL,ALL,ALL,ligne-14
EDELWEISS,CITE LABEYE,10.090275348999999,ALL,ALL,ALL,ligne-14
GIERES GARE - UNIVERSITES (TRAM),CITE LABEYE,12.171919438099998,ALL,ALL,ALL,ligne-14
VERDUN - PREFECTURE,ANGUISSES,29.45945955259999,ALL,ALL,ALL,ligne-14
BIR HAKEIM,ANGUISSES,0.0,ALL,ALL,ALL,ligne-14
FLANDRIN - VALMY,ANGUISSES,2.6621993095,ALL,ALL,ALL,ligne-14
CROIX ROUGE,ANGUISSES,4.7730875270999995,ALL,ALL,ALL,ligne-14
GAY,ANGUISSES,1.182852,ALL,ALL,ALL,ligne-14
MAISON COMMUNALE,ANGUISSES,0.0,ALL,ALL,ALL,ligne-14
CITE LABEYE,ANGUISSES,0.9090436667,ALL,ALL,ALL,ligne-14
PORTAIL ROUGE,ANGUISSES,1.0678525,ALL,ALL,ALL,ligne-14
COLI,ANGUISSES,3.449985,ALL,ALL,ALL,ligne-14
ELSA TRIOLET,ANGUISSES,3.1268911667,ALL,ALL,ALL,ligne-14
GALOCHERE,ANGUISSES,0.0,ALL,ALL,ALL,ligne-14
ROSERAIE,ANGUISSES,0.0,ALL,ALL,ALL,ligne-14
EDELWEISS,ANGUISSES,1.1470793301,ALL,ALL,ALL,ligne-14
GIERES GARE - UNIVERSITES (TRAM),ANGUISSES,6.5543702514,ALL,ALL,ALL,ligne-14
BIR HAKEIM,VERDUN - PREFECTURE,26.497884516999985,ALL,ALL,ALL,ligne-14
FLANDRIN - VALMY,VERDUN - PREFECTURE,36.18506889649999,ALL,ALL,ALL,ligne-14
CROIX ROUGE,VERDUN - PREFECTURE,67.30332389440001,ALL,ALL,ALL,ligne-14
GAY,VERDUN - PREFECTURE,43.691405147899985,ALL,ALL,ALL,ligne-14
MAISON COMMUNALE,VERDUN - PREFECTURE,77.16733449309997,ALL,ALL,ALL,ligne-14
CITE LABEYE,VERDUN - PREFECTURE,33.26276361,ALL,ALL,ALL,ligne-14
PORTAIL ROUGE,VERDUN - PREFECTURE,54.14237133340002,ALL,ALL,ALL,ligne-14
COLI,VERDUN - PREFECTURE,74.47428610029996,ALL,ALL,ALL,ligne-14
ELSA TRIOLET,VERDUN - PREFECTURE,56.4202671692,ALL,ALL,ALL,ligne-14
GALOCHERE,VERDUN - PREFECTURE,14.0428671285,ALL,ALL,ALL,ligne-14
ANGUISSES,VERDUN - PREFECTURE,16.434620941500004,ALL,ALL,ALL,ligne-14
ROSERAIE,VERDUN - PREFECTURE,6.715388512500001,ALL,ALL,ALL,ligne-14
EDELWEISS,VERDUN - PREFECTURE,41.60601794589999,ALL,ALL,ALL,ligne-14
GIERES GARE - UNIVERSITES (TRAM),VERDUN - PREFECTURE,13.464122059899998,ALL,ALL,ALL,ligne-14
VERDUN - PREFECTURE,ELSA TRIOLET,30.62170706249999,ALL,ALL,ALL,ligne-14
BIR HAKEIM,ELSA TRIOLET,2.3002622203999996,ALL,ALL,ALL,ligne-14
FLANDRIN - VALMY,ELSA TRIOLET,8.4276464676,ALL,ALL,ALL,ligne-14
CROIX ROUGE,ELSA TRIOLET,9.0442092857,ALL,ALL,ALL,ligne-14
GAY,ELSA TRIOLET,1.182852,ALL,ALL,ALL,ligne-14
MAISON COMMUNALE,ELSA TRIOLET,7.964371134499999,ALL,ALL,ALL,ligne-14
CITE LABEYE,ELSA TRIOLET,8.5767856205,ALL,ALL,ALL,ligne-14
PORTAIL ROUGE,ELSA TRIOLET,0.0,ALL,ALL,ALL,ligne-14
COLI,ELSA TRIOLET,3.3664619538,ALL,ALL,ALL,ligne-14
GALOCHERE,ELSA TRIOLET,0.0,ALL,ALL,ALL,ligne-14
ANGUISSES,ELSA TRIOLET,6.8486590485,ALL,ALL,ALL,ligne-14
ROSERAIE,ELSA TRIOLET,0.0,ALL,ALL,ALL,ligne-14
EDELWEISS,ELSA TRIOLET,1.1743285291,ALL,ALL,ALL,ligne-14
GIERES GARE - UNIVERSITES (TRAM),ELSA TRIOLET,5.4432569309000005,ALL,ALL,ALL,ligne-14
VERDUN - PREFECTURE,CROIX ROUGE,78.48122855879991,ALL,ALL,ALL,ligne-14
BIR HAKEIM,CROIX ROUGE,10.7070789735,ALL,ALL,ALL,ligne-14
FLANDRIN - VALMY,CROIX ROUGE,6.611909654800001,ALL,ALL,ALL,ligne-14
GAY,CROIX ROUGE,0.0,ALL,ALL,ALL,ligne-14
MAISON COMMUNALE,CROIX ROUGE,34.564408568999994,ALL,ALL,ALL,ligne-14
CITE LABEYE,CROIX ROUGE,13.368348149699997,ALL,ALL,ALL,ligne-14
