cluster_name,target_line,passengers_count,up_down,line_direction,timelaps,goal,line
MAUPERTUIS (MEYLAN),Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
LES BEALIERES,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
MALACHER,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
GRANIER,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
MEYLAN MAIRIE,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
PISCINE DES BUCLOS,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
LE BRET,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
LA REVIREE,Ligne 13,25.9190903645,up,ALL,ALL,ALL,ligne-c1
AIGUINARDS-HEXAGONE,Ligne 13,2.0305352846,up,ALL,ALL,ALL,ligne-c1
PLAINE FLEURIE,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
CARRONNERIE - ILE D'AMOUR,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
SABLONS,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
HOTEL DE VILLE (GRENOBLE),Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
CHAVANT,Ligne 13,28.311028339199996,up,ALL,ALL,ALL,ligne-c1
DOCTEUR MARTIN,Ligne 13,3.5924855034,up,ALL,ALL,ALL,ligne-c1
VICTOR HUGO,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
DOCTEUR MAZET,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
FELIX VIALLET,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
GARES,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
EMILE GUEYMARD,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
ARAGO,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
CITE JEAN MACE,Ligne 13,0.0,up,ALL,ALL,ALL,ligne-c1
MAUPERTUIS (MEYLAN),Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
LES BEALIERES,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
MALACHER,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
GRANIER,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
MEYLAN MAIRIE,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
PISCINE DES BUCLOS,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
LE BRET,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
LA REVIREE,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
AIGUINARDS-HEXAGONE,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
PLAINE FLEURIE,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
CARRONNERIE - ILE D'AMOUR,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
SABLONS,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
HOTEL DE VILLE (GRENOBLE),Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
CHAVANT,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
DOCTEUR MARTIN,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
VICTOR HUGO,Ligne 40,1.4522812272,up,ALL,ALL,ALL,ligne-c1
DOCTEUR MAZET,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
FELIX VIALLET,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
GARES,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
EMILE GUEYMARD,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
ARAGO,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
CITE JEAN MACE,Ligne 40,0.0,up,ALL,ALL,ALL,ligne-c1
MAUPERTUIS (MEYLAN),Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
LES BEALIERES,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
MALACHER,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
GRANIER,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
MEYLAN MAIRIE,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
PISCINE DES BUCLOS,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
LE BRET,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
LA REVIREE,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
AIGUINARDS-HEXAGONE,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
PLAINE FLEURIE,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
CARRONNERIE - ILE D'AMOUR,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
SABLONS,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
HOTEL DE VILLE (GRENOBLE),Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
CHAVANT,Ligne EXPRESS 2,2.0121968811,up,ALL,ALL,ALL,ligne-c1
DOCTEUR MARTIN,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
VICTOR HUGO,Ligne EXPRESS 2,3.8038921173,up,ALL,ALL,ALL,ligne-c1
DOCTEUR MAZET,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
FELIX VIALLET,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
GARES,Ligne EXPRESS 2,1.1751229786,up,ALL,ALL,ALL,ligne-c1
EMILE GUEYMARD,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
ARAGO,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
CITE JEAN MACE,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c1
MAUPERTUIS (MEYLAN),Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
LES BEALIERES,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
MALACHER,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
GRANIER,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
MEYLAN MAIRIE,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
PISCINE DES BUCLOS,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
LE BRET,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
LA REVIREE,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
AIGUINARDS-HEXAGONE,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
PLAINE FLEURIE,Ligne 42,2.4473517353,up,ALL,ALL,ALL,ligne-c1
CARRONNERIE - ILE D'AMOUR,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
SABLONS,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
HOTEL DE VILLE (GRENOBLE),Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
CHAVANT,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
DOCTEUR MARTIN,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
VICTOR HUGO,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
DOCTEUR MAZET,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
FELIX VIALLET,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
GARES,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
EMILE GUEYMARD,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
ARAGO,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
CITE JEAN MACE,Ligne 42,0.0,up,ALL,ALL,ALL,ligne-c1
MAUPERTUIS (MEYLAN),Tram A,0.0,up,ALL,ALL,ALL,ligne-c1
LES BEALIERES,Tram A,0.0,up,ALL,ALL,ALL,ligne-c1
MALACHER,Tram A,0.0,up,ALL,ALL,ALL,ligne-c1
GRANIER,Tram A,0.0,up,ALL,ALL,ALL,ligne-c1
MEYLAN MAIRIE,Tram A,0.0,up,ALL,ALL,ALL,ligne-c1
PISCINE DES BUCLOS,Tram A,0.0,up,ALL,ALL,ALL,ligne-c1
LE BRET,Tram A,0.0,up,ALL,ALL,ALL,ligne-c1
LA REVIREE,Tram A,0.0,up,ALL,ALL,ALL,ligne-c1
