cluster_name,target_line,passengers_count,up_down,line_direction,timelaps,goal,line
SAINT-EGREVE GARE,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
LA BIOLLE - GARE,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
CAP 38,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
KARBEN,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
ROCHEPLEINE,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
ROCHER D'ESCALADE,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
GAVANIERE,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
EGLISE (ST EGREVE),Tram B,0.0,up,ALL,ALL,ALL,ligne-22
LA MONTA,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
CUVILLEUX,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
VISANCOURT,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
PONT DE VENCE,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
MOUTONNEES,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
MURET,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
FIANCEY - PREDIEU,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
BELLEDONNE,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
LES GLAIRAUX,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
CAP DES H',Tram B,0.0,up,ALL,ALL,ALL,ligne-22
LOUIS GAGNIERE,Tram B,0.0,up,ALL,ALL,ALL,ligne-22
PRESQU'ILE,Tram B,147.41893228960015,up,ALL,ALL,ALL,ligne-22
SAINT-EGREVE GARE,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
LA BIOLLE - GARE,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
CAP 38,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
KARBEN,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
ROCHEPLEINE,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
ROCHER D'ESCALADE,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
GAVANIERE,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
EGLISE (ST EGREVE),Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
LA MONTA,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
CUVILLEUX,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
VISANCOURT,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
PONT DE VENCE,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
MOUTONNEES,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
MURET,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
FIANCEY - PREDIEU,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
BELLEDONNE,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
LES GLAIRAUX,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
CAP DES H',Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
LOUIS GAGNIERE,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
PRESQU'ILE,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-22
SAINT-EGREVE GARE,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-22
LA BIOLLE - GARE,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-22
