cluster_name,target_line,passengers_count,up_down,line_direction,timelaps,goal,line
VICTOR HUGO,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
GAMBETTA,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
CHAMPIONNET,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
MARCEAU - JARDIN DES VALLONS,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
FOCH - FERRIE,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
CAPUCHE,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
EUGENE SUE,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
CLOS D'OR,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
VIGNY,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
VILLAGE OLYMPIQUE,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
CHRISTOPHE TURC,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
EDMOND ESMONIN,Ligne C6,20.2033913358,up,ALL,ALL,ALL,ligne-c3
GRAND'PLACE,Ligne C6,63.11724699550001,up,ALL,ALL,ALL,ligne-c3
POLESUD - ALPEXPO,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
ALPEXPO,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
FRANCOIS QUESNAY,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
HOPITAL SUD,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
ECOLES HOSPITALIERES,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
LE CHATEAU (ECHIROLLES),Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
GUY MOQUET,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
PAUL LANGEVIN,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
LE VILLAGE (ECHIROLLES),Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
CENTRE DU GRAPHISME,Ligne C6,0.0,up,ALL,ALL,ALL,ligne-c3
VICTOR HUGO,Tram B,273.7825400589,up,ALL,ALL,ALL,ligne-c3
GAMBETTA,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
CHAMPIONNET,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
MARCEAU - JARDIN DES VALLONS,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
FOCH - FERRIE,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
CAPUCHE,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
EUGENE SUE,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
CLOS D'OR,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
VIGNY,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
VILLAGE OLYMPIQUE,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
CHRISTOPHE TURC,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
EDMOND ESMONIN,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
GRAND'PLACE,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
POLESUD - ALPEXPO,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
ALPEXPO,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
FRANCOIS QUESNAY,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
HOPITAL SUD,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
ECOLES HOSPITALIERES,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
LE CHATEAU (ECHIROLLES),Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
GUY MOQUET,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
PAUL LANGEVIN,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
LE VILLAGE (ECHIROLLES),Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
CENTRE DU GRAPHISME,Tram B,0.0,up,ALL,ALL,ALL,ligne-c3
VICTOR HUGO,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
GAMBETTA,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
CHAMPIONNET,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
MARCEAU - JARDIN DES VALLONS,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
FOCH - FERRIE,Ligne 17,10.764840086,up,ALL,ALL,ALL,ligne-c3
CAPUCHE,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
EUGENE SUE,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
CLOS D'OR,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
VIGNY,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
VILLAGE OLYMPIQUE,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
CHRISTOPHE TURC,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
EDMOND ESMONIN,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
GRAND'PLACE,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
POLESUD - ALPEXPO,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
ALPEXPO,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
FRANCOIS QUESNAY,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
HOPITAL SUD,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
ECOLES HOSPITALIERES,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
LE CHATEAU (ECHIROLLES),Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
GUY MOQUET,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
PAUL LANGEVIN,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
LE VILLAGE (ECHIROLLES),Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
CENTRE DU GRAPHISME,Ligne 17,0.0,up,ALL,ALL,ALL,ligne-c3
VICTOR HUGO,Ligne EXPRESS 2,6.7941249231,up,ALL,ALL,ALL,ligne-c3
GAMBETTA,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c3
CHAMPIONNET,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c3
MARCEAU - JARDIN DES VALLONS,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c3
FOCH - FERRIE,Ligne EXPRESS 2,0.0,up,ALL,ALL,ALL,ligne-c3
